# circle in zeta-plane case 6
# xi0 = -0.3, eta0 = 0, r = 1.3
# xi   eta   xi/a   eta/a
0.586598 -0.950760 0.586598 -0.950760
0.594861 -0.942987 0.594861 -0.942987
0.603056 -0.935142 0.603056 -0.935142
0.611182 -0.927226 0.611182 -0.927226
0.619239 -0.919239 0.619239 -0.919239
0.627226 -0.911182 0.627226 -0.911182
0.635142 -0.903056 0.635142 -0.903056
0.642987 -0.894861 0.642987 -0.894861
0.650760 -0.886598 0.650760 -0.886598
0.658461 -0.878267 0.658461 -0.878267
0.666088 -0.869870 0.666088 -0.869870
0.673642 -0.861406 0.673642 -0.861406
0.681122 -0.852877 0.681122 -0.852877
0.688528 -0.844282 0.688528 -0.844282
0.695858 -0.835624 0.695858 -0.835624
0.703112 -0.826902 0.703112 -0.826902
0.710290 -0.818117 0.710290 -0.818117
0.717391 -0.809269 0.717391 -0.809269
0.724414 -0.800360 0.724414 -0.800360
0.731359 -0.791390 0.731359 -0.791390
0.738226 -0.782360 0.738226 -0.782360
0.745014 -0.773270 0.745014 -0.773270
0.751722 -0.764121 0.751722 -0.764121
0.758350 -0.754914 0.758350 -0.754914
0.764898 -0.745649 0.764898 -0.745649
0.771364 -0.736328 0.771364 -0.736328
0.777749 -0.726951 0.777749 -0.726951
0.784052 -0.717518 0.784052 -0.717518
0.790272 -0.708031 0.790272 -0.708031
0.796409 -0.698489 0.796409 -0.698489
0.802463 -0.688895 0.802463 -0.688895
0.808432 -0.679248 0.808432 -0.679248
0.814317 -0.669549 0.814317 -0.669549
0.820118 -0.659800 0.820118 -0.659800
0.825833 -0.650000 0.825833 -0.650000
0.831462 -0.640151 0.831462 -0.640151
0.837006 -0.630253 0.837006 -0.630253
0.842462 -0.620306 0.842462 -0.620306
0.847832 -0.610313 0.847832 -0.610313
0.853114 -0.600273 0.853114 -0.600273
0.858308 -0.590188 0.858308 -0.590188
0.863415 -0.580057 0.863415 -0.580057
0.868432 -0.569882 0.868432 -0.569882
0.873361 -0.559664 0.873361 -0.559664
0.878200 -0.549404 0.878200 -0.549404
0.882950 -0.539101 0.882950 -0.539101
0.887609 -0.528758 0.887609 -0.528758
0.892178 -0.518374 0.892178 -0.518374
0.896656 -0.507950 0.896656 -0.507950
0.901043 -0.497488 0.901043 -0.497488
0.905339 -0.486989 0.905339 -0.486989
0.909543 -0.476452 0.909543 -0.476452
0.913655 -0.465878 0.913655 -0.465878
0.917674 -0.455270 0.917674 -0.455270
0.921600 -0.444626 0.921600 -0.444626
0.925434 -0.433949 0.925434 -0.433949
0.929174 -0.423239 0.929174 -0.423239
0.932821 -0.412496 0.932821 -0.412496
0.936373 -0.401722 0.936373 -0.401722
0.939832 -0.390918 0.939832 -0.390918
0.943196 -0.380083 0.943196 -0.380083
0.946466 -0.369220 0.946466 -0.369220
0.949640 -0.358329 0.949640 -0.358329
0.952720 -0.347410 0.952720 -0.347410
0.955704 -0.336465 0.955704 -0.336465
0.958592 -0.325494 0.958592 -0.325494
0.961384 -0.314498 0.961384 -0.314498
0.964081 -0.303479 0.964081 -0.303479
0.966681 -0.292436 0.966681 -0.292436
0.969185 -0.281371 0.969185 -0.281371
0.971592 -0.270285 0.971592 -0.270285
0.973902 -0.259178 0.973902 -0.259178
0.976115 -0.248052 0.976115 -0.248052
0.978231 -0.236906 0.978231 -0.236906
0.980250 -0.225743 0.980250 -0.225743
0.982171 -0.214562 0.982171 -0.214562
0.983995 -0.203365 0.983995 -0.203365
0.985721 -0.192152 0.985721 -0.192152
0.987348 -0.180925 0.987348 -0.180925
0.988878 -0.169684 0.988878 -0.169684
0.990310 -0.158430 0.990310 -0.158430
0.991643 -0.147164 0.991643 -0.147164
0.992878 -0.135887 0.992878 -0.135887
0.994015 -0.124599 0.994015 -0.124599
0.995053 -0.113302 0.995053 -0.113302
0.995993 -0.101997 0.995993 -0.101997
0.996833 -0.090683 0.996833 -0.090683
0.997575 -0.079363 0.997575 -0.079363
0.998218 -0.068037 0.998218 -0.068037
0.998763 -0.056705 0.998763 -0.056705
0.999208 -0.045369 0.999208 -0.045369
0.999555 -0.034030 0.999555 -0.034030
0.999802 -0.022688 0.999802 -0.022688
0.999950 -0.011344 0.999950 -0.011344
1.000000 -0.000000 1.000000 -0.000000
