# circle in zeta-plane case 2
# xi0 = 0, eta0 = 0.2, r = 1.0198
# xi   eta   xi/a   eta/a
0.739740 -0.501987 0.739740 -0.501987
0.745837 -0.495505 0.745837 -0.495505
0.751878 -0.488970 0.751878 -0.488970
0.757862 -0.482382 0.757862 -0.482382
0.763788 -0.475743 0.763788 -0.475743
0.769656 -0.469052 0.769656 -0.469052
0.775465 -0.462310 0.775465 -0.462310
0.781215 -0.455517 0.781215 -0.455517
0.786906 -0.448675 0.786906 -0.448675
0.792536 -0.441783 0.792536 -0.441783
0.798107 -0.434843 0.798107 -0.434843
0.803616 -0.427854 0.803616 -0.427854
0.809065 -0.420817 0.809065 -0.420817
0.814452 -0.413733 0.814452 -0.413733
0.819776 -0.406603 0.819776 -0.406603
0.825039 -0.399426 0.825039 -0.399426
0.830238 -0.392203 0.830238 -0.392203
0.835374 -0.384935 0.835374 -0.384935
0.840447 -0.377623 0.840447 -0.377623
0.845456 -0.370267 0.845456 -0.370267
0.850400 -0.362867 0.850400 -0.362867
0.855280 -0.355425 0.855280 -0.355425
0.860094 -0.347940 0.860094 -0.347940
0.864843 -0.340414 0.864843 -0.340414
0.869526 -0.332846 0.869526 -0.332846
0.874143 -0.325238 0.874143 -0.325238
0.878693 -0.317590 0.878693 -0.317590
0.883176 -0.309902 0.883176 -0.309902
0.887592 -0.302175 0.887592 -0.302175
0.891941 -0.294411 0.891941 -0.294411
0.896221 -0.286608 0.896221 -0.286608
0.900433 -0.278769 0.900433 -0.278769
0.904577 -0.270893 0.904577 -0.270893
0.908652 -0.262981 0.908652 -0.262981
0.912658 -0.255034 0.912658 -0.255034
0.916594 -0.247053 0.916594 -0.247053
0.920460 -0.239037 0.920460 -0.239037
0.924256 -0.230988 0.924256 -0.230988
0.927982 -0.222906 0.927982 -0.222906
0.931637 -0.214792 0.931637 -0.214792
0.935221 -0.206646 0.935221 -0.206646
0.938734 -0.198469 0.938734 -0.198469
0.942176 -0.190262 0.942176 -0.190262
0.945546 -0.182025 0.945546 -0.182025
0.948843 -0.173759 0.948843 -0.173759
0.952069 -0.165465 0.952069 -0.165465
0.955222 -0.157143 0.955222 -0.157143
0.958302 -0.148793 0.958302 -0.148793
0.961309 -0.140418 0.961309 -0.140418
0.964244 -0.132016 0.964244 -0.132016
0.967104 -0.123589 0.967104 -0.123589
0.969891 -0.115137 0.969891 -0.115137
0.972604 -0.106661 0.972604 -0.106661
0.975243 -0.098162 0.975243 -0.098162
0.977808 -0.089640 0.977808 -0.089640
0.980298 -0.081096 0.980298 -0.081096
0.982714 -0.072531 0.982714 -0.072531
0.985055 -0.063945 0.985055 -0.063945
0.987321 -0.055339 0.987321 -0.055339
0.989511 -0.046713 0.989511 -0.046713
0.991627 -0.038068 0.991627 -0.038068
0.993666 -0.029406 0.993666 -0.029406
0.995630 -0.020726 0.995630 -0.020726
0.997519 -0.012029 0.997519 -0.012029
0.999331 -0.003316 0.999331 -0.003316
1.001067 0.005412 1.001067 0.005412
1.002727 0.014155 1.002727 0.014155
1.004311 0.022913 1.004311 0.022913
1.005818 0.031684 1.005818 0.031684
1.007248 0.040468 1.007248 0.040468
1.008602 0.049263 1.008602 0.049263
1.009879 0.058071 1.009879 0.058071
1.011079 0.066889 1.011079 0.066889
1.012202 0.075717 1.012202 0.075717
1.013248 0.084555 1.013248 0.084555
1.014217 0.093401 1.014217 0.093401
1.015109 0.102256 1.015109 0.102256
1.015923 0.111118 1.015923 0.111118
1.016660 0.119987 1.016660 0.119987
1.017320 0.128862 1.017320 0.128862
1.017902 0.137742 1.017902 0.137742
1.018406 0.146628 1.018406 0.146628
1.018833 0.155517 1.018833 0.155517
1.019183 0.164409 1.019183 0.164409
1.019454 0.173305 1.019454 0.173305
1.019649 0.182202 1.019649 0.182202
1.019765 0.191101 1.019765 0.191101
1.019804 0.200000 1.019804 0.200000
