# Joukowski airfoil case 3
# a = 1, xi0 = 0, eta0 = 0.3, r = 1.04403
# x   y   x/a   y/a
-0.918255 0.482050 -0.918255 0.482050
-0.896639 0.487625 -0.896639 0.487625
-0.874833 0.493107 -0.874833 0.493107
-0.852841 0.498490 -0.852841 0.498490
-0.830666 0.503771 -0.830666 0.503771
-0.808312 0.508946 -0.808312 0.508946
-0.785783 0.514012 -0.785783 0.514012
-0.763083 0.518964 -0.763083 0.518964
-0.740214 0.523799 -0.740214 0.523799
-0.717182 0.528515 -0.717182 0.528515
-0.693991 0.533106 -0.693991 0.533106
-0.670644 0.537570 -0.670644 0.537570
-0.647146 0.541903 -0.647146 0.541903
-0.623502 0.546102 -0.623502 0.546102
-0.599716 0.550164 -0.599716 0.550164
-0.575794 0.554085 -0.575794 0.554085
-0.551739 0.557864 -0.551739 0.557864
-0.527556 0.561496 -0.527556 0.561496
-0.503252 0.564979 -0.503252 0.564979
-0.478831 0.568310 -0.478831 0.568310
-0.454297 0.571486 -0.454297 0.571486
-0.429657 0.574506 -0.429657 0.574506
-0.404916 0.577367 -0.404916 0.577367
-0.380080 0.580065 -0.380080 0.580065
-0.355153 0.582600 -0.355153 0.582600
-0.330142 0.584970 -0.330142 0.584970
-0.305053 0.587171 -0.305053 0.587171
-0.279890 0.589203 -0.279890 0.589203
-0.254660 0.591064 -0.254660 0.591064
-0.229370 0.592753 -0.229370 0.592753
-0.204024 0.594267 -0.204024 0.594267
-0.178629 0.595606 -0.178629 0.595606
-0.153191 0.596769 -0.153191 0.596769
-0.127716 0.597755 -0.127716 0.597755
-0.102210 0.598562 -0.102210 0.598562
-0.076679 0.599191 -0.076679 0.599191
-0.051130 0.599640 -0.051130 0.599640
-0.025568 0.599910 -0.025568 0.599910
-0.000000 0.600000 -0.000000 0.600000
0.025568 0.599910 0.025568 0.599910
0.051130 0.599640 0.051130 0.599640
0.076679 0.599191 0.076679 0.599191
0.102210 0.598562 0.102210 0.598562
0.127716 0.597755 0.127716 0.597755
0.153191 0.596769 0.153191 0.596769
0.178629 0.595606 0.178629 0.595606
0.204024 0.594267 0.204024 0.594267
0.229370 0.592753 0.229370 0.592753
0.254660 0.591064 0.254660 0.591064
0.279890 0.589203 0.279890 0.589203
0.305053 0.587171 0.305053 0.587171
0.330142 0.584970 0.330142 0.584970
0.355153 0.582600 0.355153 0.582600
0.380080 0.580065 0.380080 0.580065
0.404916 0.577367 0.404916 0.577367
0.429657 0.574506 0.429657 0.574506
0.454297 0.571486 0.454297 0.571486
0.478831 0.568310 0.478831 0.568310
0.503252 0.564979 0.503252 0.564979
0.527556 0.561496 0.527556 0.561496
0.551739 0.557864 0.551739 0.557864
0.575794 0.554085 0.575794 0.554085
0.599716 0.550164 0.599716 0.550164
0.623502 0.546102 0.623502 0.546102
0.647146 0.541903 0.647146 0.541903
0.670644 0.537570 0.670644 0.537570
0.693991 0.533106 0.693991 0.533106
0.717182 0.528515 0.717182 0.528515
0.740214 0.523799 0.740214 0.523799
0.763083 0.518964 0.763083 0.518964
0.785783 0.514012 0.785783 0.514012
0.808312 0.508946 0.808312 0.508946
0.830666 0.503771 0.830666 0.503771
0.852841 0.498490 0.852841 0.498490
0.874833 0.493107 0.874833 0.493107
0.896639 0.487625 0.896639 0.487625
0.918255 0.482050 0.918255 0.482050
0.939679 0.476384 0.939679 0.476384
0.960908 0.470631 0.960908 0.470631
0.981938 0.464796 0.981938 0.464796
1.002767 0.458882 1.002767 0.458882
1.023392 0.452894 1.023392 0.452894
1.043811 0.446835 1.043811 0.446835
1.064021 0.440709 1.064021 0.440709
1.084020 0.434521 1.084020 0.434521
1.103806 0.428274 1.103806 0.428274
1.123376 0.421972 1.123376 0.421972
1.142730 0.415620 1.142730 0.415620
1.161864 0.409221 1.161864 0.409221
1.180778 0.402780 1.180778 0.402780
1.199470 0.396300 1.199470 0.396300
1.217938 0.389785 1.217938 0.389785
1.236181 0.383239 1.236181 0.383239
1.254198 0.376667 1.254198 0.376667
1.271987 0.370071 1.271987 0.370071
1.289549 0.363456 1.289549 0.363456
1.306881 0.356825 1.306881 0.356825
1.323984 0.350182 1.323984 0.350182
1.340855 0.343532 1.340855 0.343532
1.357496 0.336877 1.357496 0.336877
1.373905 0.330221 1.373905 0.330221
1.390082 0.323568 1.390082 0.323568
1.406026 0.316921 1.406026 0.316921
1.421738 0.310283 1.421738 0.310283
1.437217 0.303659 1.437217 0.303659
1.452464 0.297051 1.452464 0.297051
1.467477 0.290463 1.467477 0.290463
1.482258 0.283898 1.482258 0.283898
1.496807 0.277358 1.496807 0.277358
1.511124 0.270848 1.511124 0.270848
1.525208 0.264371 1.525208 0.264371
1.539062 0.257928 1.539062 0.257928
1.552684 0.251523 1.552684 0.251523
1.566076 0.245160 1.566076 0.245160
1.579238 0.238840 1.579238 0.238840
1.592172 0.232566 1.592172 0.232566
1.604876 0.226342 1.604876 0.226342
1.617354 0.220169 1.617354 0.220169
1.629604 0.214050 1.629604 0.214050
1.641629 0.207988 1.641629 0.207988
1.653428 0.201985 1.653428 0.201985
1.665004 0.196043 1.665004 0.196043
1.676356 0.190165 1.676356 0.190165
1.687487 0.184352 1.687487 0.184352
1.698397 0.178607 1.698397 0.178607
1.709087 0.172931 1.709087 0.172931
1.719558 0.167328 1.719558 0.167328
1.729812 0.161797 1.729812 0.161797
1.739850 0.156343 1.739850 0.156343
1.749673 0.150965 1.749673 0.150965
1.759282 0.145666 1.759282 0.145666
1.768679 0.140447 1.768679 0.140447
1.777865 0.135311 1.777865 0.135311
1.786841 0.130258 1.786841 0.130258
1.795609 0.125289 1.795609 0.125289
1.804170 0.120407 1.804170 0.120407
1.812526 0.115613 1.812526 0.115613
1.820677 0.110907 1.820677 0.110907
1.828626 0.106291 1.828626 0.106291
1.836373 0.101766 1.836373 0.101766
1.843920 0.097333 1.843920 0.097333
1.851269 0.092992 1.851269 0.092992
1.858421 0.088746 1.858421 0.088746
1.865378 0.084595 1.865378 0.084595
1.872141 0.080539 1.872141 0.080539
1.878711 0.076580 1.878711 0.076580
1.885089 0.072717 1.885089 0.072717
