# Joukowski airfoil case 4
# a = 1, xi0 = -0.1, eta0 = 0, r = 1.1
# x   y   x/a   y/a
-1.193850 -0.234914 -1.193850 -0.234914
-1.180197 -0.235328 -1.180197 -0.235328
-1.166458 -0.235708 -1.166458 -0.235708
-1.152632 -0.236054 -1.152632 -0.236054
-1.138722 -0.236366 -1.138722 -0.236366
-1.124727 -0.236645 -1.124727 -0.236645
-1.110648 -0.236890 -1.110648 -0.236890
-1.096487 -0.237101 -1.096487 -0.237101
-1.082244 -0.237279 -1.082244 -0.237279
-1.067919 -0.237423 -1.067919 -0.237423
-1.053515 -0.237533 -1.053515 -0.237533
-1.039030 -0.237610 -1.039030 -0.237610
-1.024467 -0.237654 -1.024467 -0.237654
-1.009827 -0.237664 -1.009827 -0.237664
-0.995109 -0.237642 -0.995109 -0.237642
-0.980315 -0.237586 -0.980315 -0.237586
-0.965446 -0.237497 -0.965446 -0.237497
-0.950503 -0.237376 -0.950503 -0.237376
-0.935486 -0.237222 -0.935486 -0.237222
-0.920396 -0.237035 -0.920396 -0.237035
-0.905235 -0.236816 -0.905235 -0.236816
-0.890003 -0.236564 -0.890003 -0.236564
-0.874701 -0.236281 -0.874701 -0.236281
-0.859331 -0.235965 -0.859331 -0.235965
-0.843892 -0.235618 -0.843892 -0.235618
-0.828386 -0.235239 -0.828386 -0.235239
-0.812814 -0.234829 -0.812814 -0.234829
-0.797176 -0.234387 -0.797176 -0.234387
-0.781475 -0.233914 -0.781475 -0.233914
-0.765710 -0.233411 -0.765710 -0.233411
-0.749882 -0.232876 -0.749882 -0.232876
-0.733994 -0.232312 -0.733994 -0.232312
-0.718044 -0.231717 -0.718044 -0.231717
-0.702036 -0.231092 -0.702036 -0.231092
-0.685969 -0.230437 -0.685969 -0.230437
-0.669844 -0.229753 -0.669844 -0.229753
-0.653663 -0.229039 -0.653663 -0.229039
-0.637427 -0.228296 -0.637427 -0.228296
-0.621136 -0.227525 -0.621136 -0.227525
-0.604792 -0.226725 -0.604792 -0.226725
-0.588395 -0.225897 -0.588395 -0.225897
-0.571947 -0.225041 -0.571947 -0.225041
-0.555449 -0.224157 -0.555449 -0.224157
-0.538901 -0.223246 -0.538901 -0.223246
-0.522306 -0.222308 -0.522306 -0.222308
-0.505663 -0.221342 -0.505663 -0.221342
-0.488974 -0.220351 -0.488974 -0.220351
-0.472240 -0.219333 -0.472240 -0.219333
-0.455463 -0.218290 -0.455463 -0.218290
-0.438642 -0.217221 -0.438642 -0.217221
-0.421780 -0.216126 -0.421780 -0.216126
-0.404878 -0.215007 -0.404878 -0.215007
-0.387935 -0.213864 -0.387935 -0.213864
-0.370955 -0.212696 -0.370955 -0.212696
-0.353937 -0.211504 -0.353937 -0.211504
-0.336884 -0.210289 -0.336884 -0.210289
-0.319795 -0.209051 -0.319795 -0.209051
-0.302672 -0.207790 -0.302672 -0.207790
-0.285517 -0.206507 -0.285517 -0.206507
-0.268331 -0.205202 -0.268331 -0.205202
-0.251114 -0.203875 -0.251114 -0.203875
-0.233868 -0.202527 -0.233868 -0.202527
-0.216594 -0.201159 -0.216594 -0.201159
-0.199293 -0.199770 -0.199293 -0.199770
-0.181967 -0.198361 -0.181967 -0.198361
-0.164617 -0.196932 -0.164617 -0.196932
-0.147243 -0.195484 -0.147243 -0.195484
-0.129847 -0.194018 -0.129847 -0.194018
-0.112431 -0.192533 -0.112431 -0.192533
-0.094995 -0.191030 -0.094995 -0.191030
-0.077541 -0.189510 -0.077541 -0.189510
-0.060070 -0.187973 -0.060070 -0.187973
-0.042583 -0.186419 -0.042583 -0.186419
-0.025082 -0.184849 -0.025082 -0.184849
-0.007567 -0.183264 -0.007567 -0.183264
0.009960 -0.181663 0.009960 -0.181663
0.027497 -0.180047 0.027497 -0.180047
0.045044 -0.178417 0.045044 -0.178417
0.062599 -0.176773 0.062599 -0.176773
0.080160 -0.175116 0.080160 -0.175116
0.097727 -0.173445 0.097727 -0.173445
0.115299 -0.171762 0.115299 -0.171762
0.132873 -0.170068 0.132873 -0.170068
0.150449 -0.168361 0.150449 -0.168361
0.168025 -0.166644 0.168025 -0.166644
0.185601 -0.164916 0.185601 -0.164916
0.203173 -0.163177 0.203173 -0.163177
0.220742 -0.161429 0.220742 -0.161429
0.238306 -0.159672 0.238306 -0.159672
0.255864 -0.157906 0.255864 -0.157906
0.273414 -0.156132 0.273414 -0.156132
0.290954 -0.154351 0.290954 -0.154351
0.308484 -0.152562 0.308484 -0.152562
0.326002 -0.150766 0.326002 -0.150766
0.343507 -0.148964 0.343507 -0.148964
0.360997 -0.147156 0.360997 -0.147156
0.378471 -0.145343 0.378471 -0.145343
0.395928 -0.143525 0.395928 -0.143525
0.413365 -0.141703 0.413365 -0.141703
0.430783 -0.139877 0.430783 -0.139877
0.448179 -0.138048 0.448179 -0.138048
0.465551 -0.136216 0.465551 -0.136216
0.482899 -0.134382 0.482899 -0.134382
0.500221 -0.132545 0.500221 -0.132545
0.517516 -0.130708 0.517516 -0.130708
0.534781 -0.128869 0.534781 -0.128869
0.552017 -0.127030 0.552017 -0.127030
0.569221 -0.125191 0.569221 -0.125191
0.586391 -0.123353 0.586391 -0.123353
0.603527 -0.121516 0.603527 -0.121516
0.620627 -0.119680 0.620627 -0.119680
0.637689 -0.117847 0.637689 -0.117847
0.654712 -0.116015 0.654712 -0.116015
0.671695 -0.114187 0.671695 -0.114187
0.688635 -0.112362 0.688635 -0.112362
0.705533 -0.110542 0.705533 -0.110542
0.722385 -0.108725 0.722385 -0.108725
0.739191 -0.106913 0.739191 -0.106913
0.755948 -0.105107 0.755948 -0.105107
0.772657 -0.103306 0.772657 -0.103306
0.789314 -0.101512 0.789314 -0.101512
0.805920 -0.099724 0.805920 -0.099724
0.822471 -0.097943 0.822471 -0.097943
0.838967 -0.096170 0.838967 -0.096170
0.855405 -0.094405 0.855405 -0.094405
0.871786 -0.092648 0.871786 -0.092648
0.888106 -0.090900 0.888106 -0.090900
0.904365 -0.089161 0.904365 -0.089161
0.920562 -0.087432 0.920562 -0.087432
0.936693 -0.085712 0.936693 -0.085712
0.952759 -0.084004 0.952759 -0.084004
0.968757 -0.082306 0.968757 -0.082306
0.984686 -0.080620 0.984686 -0.080620
1.000545 -0.078945 1.000545 -0.078945
1.016331 -0.077282 1.016331 -0.077282
1.032045 -0.075632 1.032045 -0.075632
1.047682 -0.073994 1.047682 -0.073994
1.063244 -0.072370 1.063244 -0.072370
1.078727 -0.070759 1.078727 -0.070759
1.094131 -0.069162 1.094131 -0.069162
1.109453 -0.067579 1.109453 -0.067579
1.124693 -0.066010 1.124693 -0.066010
1.139849 -0.064457 1.139849 -0.064457
1.154919 -0.062919 1.154919 -0.062919
1.169901 -0.061396 1.169901 -0.061396
