# t  theta1(rad)  omega1(rad/s)  theta2(rad)  omega2(rad/s)  theta3(rad)  omega3(rad/s)  theta4(rad)  omega4(rad/s)  theta5(rad)  omega5(rad/s)  theta6(rad)  omega6(rad/s)
51.160000 0.386926 -0.975392 0.883238 1.360567 1.438996 1.091139 0.753353 -4.740845 -2.479661 0.491992 2.866515 0.735719
51.170000 0.376988 -1.011960 0.896463 1.284342 1.449421 0.993823 0.705615 -4.806225 -2.474439 0.552486 2.873740 0.709416
51.180000 0.366690 -1.047606 0.908922 1.207330 1.458872 0.896389 0.657241 -4.868016 -2.468610 0.613406 2.880706 0.683785
51.190000 0.356040 -1.082291 0.920608 1.129590 1.467348 0.798857 0.608267 -4.926027 -2.462169 0.674796 2.887418 0.658802
51.200000 0.345047 -1.115982 0.931512 1.051180 1.474849 0.701244 0.558733 -4.980074 -2.455112 0.736702 2.893884 0.634444
51.210000 0.333723 -1.148643 0.941629 0.972154 1.481373 0.603564 0.508680 -5.029978 -2.447433 0.799166 2.900109 0.610689
51.220000 0.322078 -1.180239 0.950953 0.892566 1.486920 0.505831 0.458148 -5.075574 -2.439127 0.862233 2.906100 0.587517
51.230000 0.310122 -1.210737 0.959479 0.812470 1.491489 0.408057 0.407183 -5.116705 -2.430186 0.925946 2.911861 0.564904
51.240000 0.297867 -1.240103 0.967201 0.731916 1.495081 0.310251 0.355829 -5.153228 -2.420606 0.990346 2.917399 0.542832
51.250000 0.285324 -1.268307 0.974116 0.650955 1.497694 0.212422 0.304134 -5.185014 -2.410377 1.055476 2.922720 0.521278
51.260000 0.272505 -1.295317 0.980219 0.569635 1.499329 0.114578 0.252145 -5.211948 -2.399493 1.121377 2.927827 0.500224
51.270000 0.259422 -1.321104 0.985507 0.488003 1.499986 0.016725 0.199912 -5.233933 -2.387947 1.188089 2.932726 0.479650
51.280000 0.246087 -1.345637 0.989978 0.406107 1.499664 -0.081128 0.147483 -5.250886 -2.375729 1.255650 2.937421 0.459536
51.290000 0.232513 -1.368891 0.993629 0.323992 1.498363 -0.178976 0.094911 -5.262746 -2.362831 1.324099 2.941918 0.439863
51.300000 0.218714 -1.390838 0.996457 0.241704 1.496084 -0.276811 0.042246 -5.269468 -2.349244 1.393473 2.946220 0.420613
51.310000 0.204701 -1.411453 0.998462 0.159287 1.492827 -0.374626 -0.010461 -5.271027 -2.334958 1.463806 2.950331 0.401768
51.320000 0.190489 -1.430713 0.999643 0.076786 1.488592 -0.472412 -0.063158 -5.267417 -2.319964 1.535133 2.954257 0.383310
51.330000 0.176091 -1.448594 0.999998 -0.005757 1.483379 -0.570160 -0.115792 -5.258652 -2.304252 1.607485 2.957999 0.365222
51.340000 0.161522 -1.465077 0.999528 -0.088296 1.477189 -0.667859 -0.168314 -5.244763 -2.287811 1.680892 2.961562 0.347485
51.350000 0.146795 -1.480141 0.998232 -0.170789 1.470022 -0.765497 -0.220671 -5.225804 -2.270631 1.755384 2.964950 0.330085
51.360000 0.131924 -1.493769 0.996112 -0.253191 1.461879 -0.863059 -0.272813 -5.201845 -2.252700 1.830984 2.968165 0.313002
51.370000 0.116924 -1.505944 0.993169 -0.335457 1.452761 -0.960528 -0.324691 -5.172972 -2.234007 1.907715 2.971211 0.296223
51.380000 0.101810 -1.516653 0.989404 -0.417544 1.442669 -1.057887 -0.376256 -5.139291 -2.214542 1.985599 2.974090 0.279730
51.390000 0.086596 -1.525881 0.984819 -0.499406 1.431604 -1.155112 -0.427461 -5.100923 -2.194291 2.064652 2.976806 0.263507
51.400000 0.071297 -1.533618 0.979416 -0.580997 1.419567 -1.252181 -0.478260 -5.058002 -2.173245 2.144887 2.979361 0.247540
51.410000 0.055928 -1.539855 0.973200 -0.662270 1.406561 -1.349063 -0.528607 -5.010676 -2.151390 2.226313 2.981758 0.231812
51.420000 0.040505 -1.544583 0.966172 -0.743178 1.392587 -1.445729 -0.578459 -4.959107 -2.128714 2.308938 2.983998 0.216308
51.430000 0.025042 -1.547798 0.958338 -0.823670 1.377647 -1.542144 -0.627775 -4.903466 -2.105207 2.392761 2.986085 0.201015
51.440000 0.009554 -1.549495 0.949700 -0.903699 1.361745 -1.638267 -0.676515 -4.843931 -2.080855 2.477779 2.988019 0.185916
51.450000 -0.005943 -1.549672 0.940265 -0.983211 1.344883 -1.734057 -0.724642 -4.780692 -2.055647 2.563984 2.989804 0.170997
51.460000 -0.021434 -1.548329 0.930038 -1.062154 1.327065 -1.829465 -0.772118 -4.713942 -2.029572 2.651361 2.991440 0.156244
51.470000 -0.036904 -1.545468 0.919024 -1.140475 1.308295 -1.924440 -0.818909 -4.643879 -2.002616 2.739888 2.992929 0.141643
51.480000 -0.052339 -1.541092 0.907231 -1.218117 1.288578 -2.018924 -0.864985 -4.570705 -1.974770 2.829540 2.994273 0.127179
51.490000 -0.067721 -1.535206 0.894665 -1.295022 1.267918 -2.112857 -0.910314 -4.494622 -1.946022 2.920283 2.995473 0.112838
51.500000 -0.083038 -1.527818 0.881333 -1.371133 1.246323 -2.206171 -0.954868 -4.415834 -1.916361 3.012075 2.996530 0.098608
51.510000 -0.098273 -1.518936 0.867245 -1.446387 1.223797 -2.298794 -0.998622 -4.334544 -1.885777 3.104867 2.997445 0.084472
51.520000 -0.113411 -1.508571 0.852408 -1.520724 1.200349 -2.390650 -1.041551 -4.250950 -1.854260 3.198602 2.998220 0.070419
51.530000 -0.128439 -1.496737 0.836834 -1.594078 1.175987 -2.481657 -1.083634 -4.165251 -1.821802 3.293213 2.998854 0.056434
51.540000 -0.143341 -1.483446 0.820530 -1.666385 1.150719 -2.571727 -1.124850 -4.077639 -1.788394 3.388627 2.999349 0.042504
51.550000 -0.158103 -1.468715 0.803510 -1.737577 1.124556 -2.660767 -1.165181 -3.988300 -1.754027 3.484757 2.999704 0.028616
51.560000 -0.172711 -1.452561 0.785783 -1.807586 1.097508 -2.748680 -1.204611 -3.897418 -1.718696 3.581509 2.999921 0.014755
51.570000 -0.187150 -1.435004 0.767362 -1.876341 1.069586 -2.835364 -1.243125 -3.805165 -1.682395 3.678778 2.999999 0.000908
51.580000 -0.201406 -1.416063 0.748260 -1.943772 1.040805 -2.920712 -1.280710 -3.711711 -1.645119 3.776448 2.999939 -0.012938
51.590000 -0.215467 -1.395762 0.728491 -2.009805 1.011177 -3.004610 -1.317356 -3.617215 -1.606865 3.874392 2.999741 -0.026796
51.600000 -0.229317 -1.374123 0.708069 -2.074366 0.980718 -3.086943 -1.353052 -3.521828 -1.567631 3.972473 2.999403 -0.040680
51.610000 -0.242945 -1.351172 0.687009 -2.137382 0.949444 -3.167591 -1.387790 -3.425694 -1.527416 4.070540 2.998927 -0.054604
51.620000 -0.256336 -1.326934 0.665327 -2.198776 0.917372 -3.246430 -1.421563 -3.328948 -1.486221 4.168432 2.998311 -0.068581
51.630000 -0.269479 -1.301437 0.643039 -2.258474 0.884522 -3.323333 -1.454367 -3.231715 -1.444048 4.265979 2.997555 -0.082624
51.640000 -0.282361 -1.274709 0.620163 -2.316398 0.850912 -3.398169 -1.486197 -3.134114 -1.400903 4.362995 2.996658 -0.096748
51.650000 -0.294969 -1.246781 0.596717 -2.372474 0.816565 -3.470808 -1.517049 -3.036252 -1.356791 4.459288 2.995620 -0.110966
51.660000 -0.307293 -1.217682 0.572720 -2.426624 0.781504 -3.541115 -1.546921 -2.938229 -1.311720 4.554650 2.994439 -0.125291
51.670000 -0.319319 -1.187445 0.548192 -2.478773 0.745751 -3.608956 -1.575813 -2.840137 -1.265702 4.648866 2.993114 -0.139738
51.680000 -0.331038 -1.156102 0.523152 -2.528848 0.709333 -3.674196 -1.603724 -2.742058 -1.218748 4.741712 2.991643 -0.154320
51.690000 -0.342438 -1.123687 0.497622 -2.576773 0.672277 -3.736702 -1.630654 -2.644066 -1.170873 4.832954 2.990027 -0.169053
51.700000 -0.353508 -1.090233 0.471624 -2.622477 0.634609 -3.796339 -1.656606 -2.546230 -1.122095 4.922348 2.988262 -0.183949
51.710000 -0.364239 -1.055776 0.445180 -2.665890 0.596360 -3.852978 -1.681580 -2.448607 -1.072433 5.009648 2.986347 -0.199023
51.720000 -0.374620 -1.020351 0.418314 -2.706943 0.557560 -3.906490 -1.705579 -2.351249 -1.021910 5.094598 2.984281 -0.214291
51.730000 -0.384643 -0.983995 0.391049 -2.745569 0.518241 -3.956750 -1.728606 -2.254200 -0.970550 5.176941 2.982061 -0.229766
51.740000 -0.394297 -0.946744 0.363411 -2.781705 0.478436 -4.003639 -1.750664 -2.157498 -0.918380 5.256415 2.979685 -0.245463
51.750000 -0.403575 -0.908635 0.335423 -2.815291 0.438180 -4.047042 -1.771757 -2.061174 -0.865432 5.332758 2.977151 -0.261398
51.760000 -0.412467 -0.869707 0.307113 -2.846270 0.397507 -4.086850 -1.791889 -1.965254 -0.811737 5.405710 2.974456 -0.277587
51.770000 -0.420966 -0.829997 0.278507 -2.874587 0.356455 -4.122962 -1.811063 -1.869756 -0.757330 5.475012 2.971598 -0.294043
51.780000 -0.429065 -0.789544 0.249631 -2.900193 0.315061 -4.155285 -1.829285 -1.774693 -0.702249 5.540413 2.968574 -0.310784
51.790000 -0.436755 -0.748387 0.220512 -2.923043 0.273362 -4.183733 -1.846559 -1.680076 -0.646535 5.601665 2.965381 -0.327826
51.800000 -0.444030 -0.706564 0.191179 -2.943095 0.231399 -4.208229 -1.862888 -1.585907 -0.590231 5.658531 2.962016 -0.345184
51.810000 -0.450884 -0.664116 0.161660 -2.960313 0.189211 -4.228709 -1.878278 -1.492185 -0.533380 5.710787 2.958476 -0.362875
51.820000 -0.457311 -0.621081 0.131983 -2.974665 0.146839 -4.245114 -1.892733 -1.398906 -0.476031 5.758220 2.954758 -0.380917
51.830000 -0.463304 -0.577500 0.102176 -2.986125 0.104322 -4.257402 -1.906258 -1.306062 -0.418232 5.800634 2.950857 -0.399325
51.840000 -0.468859 -0.533411 0.072270 -2.994671 0.061704 -4.265536 -1.918856 -1.213638 -0.360036 5.837849 2.946770 -0.418118
51.850000 -0.473971 -0.488856 0.042293 -3.000287 0.019026 -4.269495 -1.930532 -1.121621 -0.301493 5.869707 2.942493 -0.437314
51.860000 -0.478635 -0.443875 0.012274 -3.002964 -0.023672 -4.269267 -1.941290 -1.029990 -0.242660 5.896068 2.938022 -0.456930
51.870000 -0.482847 -0.398506 -0.017757 -3.002695 -0.066346 -4.264853 -1.951133 -0.938726 -0.183591 5.916816 2.933353 -0.476985
51.880000 -0.486604 -0.352792 -0.047770 -2.999481 -0.108955 -4.256265 -1.960065 -0.847802 -0.124342 5.931860 2.928481 -0.497498
51.890000 -0.489902 -0.306772 -0.077737 -2.993329 -0.151457 -4.243528 -1.968090 -0.757195 -0.064973 5.941131 2.923402 -0.518489
51.900000 -0.492738 -0.260486 -0.107627 -2.984249 -0.193812 -4.226677 -1.975210 -0.666875 -0.005539 5.944589 2.918110 -0.539975
51.910000 -0.495111 -0.213975 -0.137412 -2.972259 -0.235977 -4.205757 -1.981428 -0.576811 0.053900 5.942217 2.912600 -0.561979
51.920000 -0.497017 -0.167279 -0.167063 -2.957382 -0.277913 -4.180827 -1.986747 -0.486974 0.113286 5.934027 2.906868 -0.584519
51.930000 -0.498456 -0.120439 -0.196550 -2.939644 -0.319581 -4.151954 -1.991169 -0.397330 0.172561 5.920055 2.900908 -0.607617
51.940000 -0.499425 -0.073495 -0.225846 -2.919078 -0.360940 -4.119215 -1.994694 -0.307844 0.231668 5.900363 2.894714 -0.631294
51.950000 -0.499925 -0.026488 -0.254922 -2.895722 -0.401952 -4.082695 -1.997326 -0.218483 0.290549 5.875040 2.888280 -0.655571
51.960000 -0.499955 0.020542 -0.283751 -2.869617 -0.442581 -4.042491 -1.999064 -0.129211 0.349150 5.844197 2.881601 -0.680471
51.970000 -0.499515 0.067554 -0.312306 -2.840810 -0.482790 -3.998703 -1.999910 -0.039991 0.407415 5.807969 2.874669 -0.706016
51.980000 -0.498604 0.114508 -0.340559 -2.809352 -0.522544 -3.951442 -1.999864 0.049213 0.465292 5.766511 2.867478 -0.732230
51.990000 -0.497225 0.161364 -0.368484 -2.775295 -0.561808 -3.900822 -1.998926 0.138437 0.522729 5.719999 2.860022 -0.759135
52.000000 -0.495377 0.208080 -0.396056 -2.738700 -0.600549 -3.846964 -1.997095 0.227717 0.579676 5.668626 2.852293 -0.786755
52.010000 -0.493064 0.254616 -0.423250 -2.699626 -0.638737 -3.789993 -1.994371 0.317089 0.636086 5.612602 2.844284 -0.815115
52.020000 -0.490286 0.300933 -0.450041 -2.658137 -0.676339 -3.730037 -1.990753 0.406589 0.691913 5.552149 2.835988 -0.844240
52.030000 -0.487046 0.346989 -0.476405 -2.614301 -0.713328 -3.667227 -1.986239 0.496252 0.747115 5.487504 2.827397 -0.874154
52.040000 -0.483347 0.392745 -0.502319 -2.568186 -0.749675 -3.601697 -1.980827 0.586111 0.801650 5.418910 2.818502 -0.904884
52.050000 -0.479192 0.438159 -0.527761 -2.519862 -0.785353 -3.533581 -1.974516 0.676200 0.855481 5.346618 2.809296 -0.936456
52.060000 -0.474585 0.483192 -0.552709 -2.469404 -0.820338 -3.463014 -1.967303 0.766548 0.908571 5.270887 2.799770 -0.968897
52.070000 -0.469530 0.527803 -0.577142 -2.416883 -0.854606 -3.390130 -1.959184 0.857187 0.960888 5.191977 2.789915 -1.002232
52.080000 -0.464031 0.571952 -0.601040 -2.362376 -0.888133 -3.315062 -1.950158 0.948144 1.012401 5.110149 2.779722 -1.036491
52.090000 -0.458092 0.615600 -0.624383 -2.305957 -0.920900 -3.237942 -1.940220 1.039446 1.063082 5.025665 2.769182 -1.071701
52.100000 -0.451720 0.658706 -0.647153 -2.247703 -0.952886 -3.158901 -1.929368 1.131115 1.112906 4.938784 2.758285 -1.107891
52.110000 -0.444920 0.701231 -0.669332 -2.187690 -0.984072 -3.078063 -1.917596 1.223174 1.161850 4.849761 2.747021 -1.145088
52.120000 -0.437698 0.743135 -0.690901 -2.125994 -1.014442 -2.995554 -1.904903 1.315640 1.209895 4.758845 2.735380 -1.183322
52.130000 -0.430060 0.784378 -0.711846 -2.062690 -1.043978 -2.911492 -1.891282 1.408529 1.257022 4.666280 2.723351 -1.222623
52.140000 -0.422013 0.824922 -0.732150 -1.997855 -1.072667 -2.825994 -1.876731 1.501854 1.303216 4.572301 2.710924 -1.263019
52.150000 -0.413564 0.864728 -0.751798 -1.931561 -1.100494 -2.739171 -1.861244 1.595621 1.348464 4.477136 2.698087 -1.304542
52.160000 -0.404721 0.903758 -0.770777 -1.863884 -1.127446 -2.651130 -1.844817 1.689837 1.392755 4.381002 2.684829 -1.347221
52.170000 -0.395491 0.941972 -0.789072 -1.794894 -1.153512 -2.561973 -1.827445 1.784501 1.436081 4.284105 2.671139 -1.391085
52.180000 -0.385884 0.979333 -0.806671 -1.724664 -1.178682 -2.471797 -1.809125 1.879608 1.478436 4.186643 2.657003 -1.436166
52.190000 -0.375908 1.015805 -0.823561 -1.653263 -1.202945 -2.380694 -1.789852 1.975151 1.519813 4.088801 2.642411 -1.482494
52.200000 -0.365571 1.051350 -0.839732 -1.580760 -1.226293 -2.288751 -1.769621 2.071114 1.560211 3.990754 2.627349 -1.530099
52.210000 -0.354884 1.085931 -0.855173 -1.507221 -1.248718 -2.196048 -1.748428 2.167478 1.599628 3.892665 2.611805 -1.579010
52.220000 -0.343856 1.119514 -0.869873 -1.432712 -1.270212 -2.102664 -1.726270 2.264217 1.638065 3.794684 2.595765 -1.629258
52.230000 -0.332497 1.152062 -0.883824 -1.357297 -1.290769 -2.008668 -1.703143 2.361300 1.675522 3.696953 2.579215 -1.680872
52.240000 -0.320818 1.183543 -0.897016 -1.281037 -1.310383 -1.914128 -1.679043 2.458688 1.712005 3.599600 2.562143 -1.733881
52.250000 -0.308830 1.213922 -0.909442 -1.203993 -1.329050 -1.819103 -1.653968 2.556335 1.747516 3.502744 2.544533 -1.788314
52.260000 -0.296543 1.243166 -0.921094 -1.126223 -1.346764 -1.723651 -1.627916 2.654191 1.782062 3.406490 2.526371 -1.844197
52.270000 -0.283970 1.271244 -0.931964 -1.047784 -1.363522 -1.627822 -1.600884 2.752194 1.815648 3.310936 2.507644 -1.901557
52.280000 -0.271123 1.298125 -0.942048 -0.968733 -1.379319 -1.531665 -1.572871 2.850278 1.848283 3.216169 2.488335 -1.960420
52.290000 -0.258012 1.323779 -0.951337 -0.889123 -1.394154 -1.435222 -1.543878 2.948367 1.879975 3.122266 2.468430 -2.020811
52.300000 -0.244651 1.348178 -0.959828 -0.809006 -1.408023 -1.338530 -1.513904 3.046378 1.910732 3.029293 2.447914 -2.082751
52.310000 -0.231053 1.371293 -0.967516 -0.728433 -1.420924 -1.241626 -1.482951 3.144218 1.940564 2.937311 2.426770 -2.146262
52.320000 -0.217230 1.393099 -0.974396 -0.647456 -1.432855 -1.144540 -1.451021 3.241786 1.969481 2.846370 2.404983 -2.211363
52.330000 -0.203195 1.413571 -0.980464 -0.566121 -1.443814 -1.047298 -1.418117 3.338974 1.997495 2.756512 2.382538 -2.278070
52.340000 -0.188963 1.432685 -0.985717 -0.484477 -1.453800 -0.949927 -1.384243 3.435663 2.024615 2.667772 2.359417 -2.346399
52.350000 -0.174546 1.450418 -0.990152 -0.402571 -1.462812 -0.852446 -1.349406 3.531726 2.050854 2.580179 2.335604 -2.416360
52.360000 -0.159959 1.466751 -0.993768 -0.320447 -1.470849 -0.754875 -1.313611 3.627028 2.076223 2.493755 2.311084 -2.487963
52.370000 -0.145216 1.481662 -0.996561 -0.238153 -1.477910 -0.657230 -1.276868 3.721424 2.100733 2.408515 2.285839 -2.561211
52.380000 -0.130331 1.495136 -0.998530 -0.155731 -1.483994 -0.559526 -1.239186 3.814761 2.124397 2.324469 2.259854 -2.636106
52.390000 -0.115318 1.507156 -0.999675 -0.073227 -1.489100 -0.461773 -1.200577 3.906880 2.147226 2.241621 2.233112 -2.712645
52.400000 -0.100192 1.517707 -0.999995 0.009316 -1.493229 -0.363983 -1.161053 3.997611 2.169233 2.159971 2.205596 -2.790820
52.410000 -0.084969 1.526777 -0.999489 0.091855 -1.496380 -0.266166 -1.120630 4.086779 2.190430 2.079514 2.177290 -2.870618
52.420000 -0.069662 1.534354 -0.998158 0.174344 -1.498552 -0.168329 -1.079323 4.174203 2.210828 2.000242 2.148178 -2.952021
52.430000 -0.054287 1.540431 -0.996002 0.256741 -1.499746 -0.070480 -1.037152 4.259693 2.230439 1.922142 2.118244 -3.035004
52.440000 -0.038858 1.544998 -0.993023 0.339001 -1.499962 0.027374 -0.994137 4.343058 2.249274 1.845197 2.087473 -3.119536
52.450000 -0.023392 1.548051 -0.989223 0.421079 -1.499199 0.125226 -0.950299 4.424099 2.267346 1.769388 2.055848 -3.205579
52.460000 -0.007902 1.549586 -0.984603 0.502930 -1.497457 0.223069 -0.905663 4.502617 2.284666 1.694692 2.023356 -3.293088
52.470000 0.007595 1.549601 -0.979165 0.584508 -1.494737 0.320896 -0.860256 4.578408 2.301244 1.621084 1.989982 -3.382009
52.480000 0.023085 1.548096 -0.972914 0.665767 -1.491039 0.418699 -0.814105 4.651270 2.317091 1.548538 1.955712 -3.472279
52.490000 0.038552 1.545073 -0.965851 0.746657 -1.486363 0.516469 -0.767241 4.721000 2.332218 1.477022 1.920532 -3.563827
52.500000 0.053981 1.540536 -0.957982 0.827131 -1.480710 0.614196 -0.719696 4.787396 2.346635 1.406506 1.884431 -3.656573
52.510000 0.069357 1.534490 -0.949310 0.907138 -1.474080 0.711869 -0.671504 4.850261 2.360351 1.336957 1.847397 -3.750424
52.520000 0.084666 1.526942 -0.939841 0.986627 -1.466473 0.809475 -0.622703 4.909401 2.373377 1.268338 1.809419 -3.845279
52.530000 0.099891 1.517901 -0.929579 1.065545 -1.457891 0.906997 -0.573329 4.964630 2.385721 1.200614 1.770488 -3.941025
52.540000 0.115019 1.507379 -0.918532 1.143837 -1.448333 1.004419 -0.523424 5.015768 2.397392 1.133747 1.730596 -4.037537
52.550000 0.130034 1.495389 -0.906705 1.221448 -1.437803 1.101721 -0.473028 5.062646 2.408399 1.067698 1.689736 -4.134678
52.560000 0.144922 1.481944 -0.894105 1.298321 -1.426299 1.198878 -0.422186 5.105103 2.418749 1.002427 1.647901 -4.232299
52.570000 0.159668 1.467060 -0.880741 1.374396 -1.413826 1.295867 -0.370942 5.142993 2.428450 0.937894 1.605089 -4.330239
52.580000 0.174258 1.450756 -0.866620 1.449612 -1.400383 1.392656 -0.319342 5.176182 2.437509 0.874057 1.561296 -4.428323
52.590000 0.188679 1.433050 -0.851752 1.523907 -1.385973 1.489213 -0.267434 5.204551 2.445933 0.810873 1.516522 -4.526366
52.600000 0.202915 1.413964 -0.836145 1.597218 -1.370599 1.585501 -0.215267 5.227998 2.453728 0.748299 1.470769 -4.624166
52.610000 0.216953 1.393519 -0.819811 1.669478 -1.354264 1.681480 -0.162891 5.246435 2.460901 0.686293 1.424040 -4.721512
52.620000 0.230781 1.371739 -0.802760 1.740621 -1.336971 1.777104 -0.110355 5.259796 2.467456 0.624810 1.376341 -4.818180
52.630000 0.244384 1.348649 -0.785003 1.810577 -1.318723 1.872324 -0.057712 5.268030 2.473399 0.563806 1.327680 -4.913934
52.640000 0.257749 1.324275 -0.766552 1.879277 -1.299526 1.967085 -0.005012 5.271106 2.478734 0.503235 1.278067 -5.008526
52.650000 0.270865 1.298646 -0.747422 1.946648 -1.279383 2.061328 0.047693 5.269012 2.483465 0.443054 1.227514 -5.101700
52.660000 0.283718 1.271789 -0.727624 2.012619 -1.258301 2.154991 0.100351 5.261758 2.487596 0.383217 1.176038 -5.193189
52.670000 0.296297 1.243734 -0.707174 2.077116 -1.236286 2.248002 0.152911 5.249369 2.491130 0.323678 1.123657 -5.282717
52.680000 0.308589 1.214513 -0.686087 2.140063 -1.213344 2.340290 0.205322 5.231892 2.494070 0.264392 1.070391 -5.370005
52.690000 0.320583 1.184156 -0.664378 2.201386 -1.189483 2.431774 0.257532 5.209392 2.496419 0.205313 1.016265 -5.454765
52.700000 0.332268 1.152697 -0.642065 2.261009 -1.164711 2.522369 0.309493 5.181951 2.498177 0.146394 0.961305 -5.536707
52.710000 0.343634 1.120169 -0.619164 2.318855 -1.139039 2.611987 0.361155 5.149670 2.499347 0.087591 0.905541 -5.615540
52.720000 0.354668 1.086607 -0.595694 2.374849 -1.112475 2.700532 0.412471 5.112664 2.499929 0.028856 0.849006 -5.690972
52.730000 0.365362 1.052045 -0.571673 2.428914 -1.085032 2.787904 0.463393 5.071064 2.499924 -0.029856 0.791734 -5.762717
52.740000 0.375706 1.016519 -0.547122 2.480976 -1.056721 2.873999 0.513877 5.025016 2.499332 -0.088592 0.733765 -5.830490
52.750000 0.385690 0.980066 -0.522061 2.530959 -1.027557 2.958708 0.563879 4.974675 2.498152 -0.147397 0.675139 -5.894016
52.760000 0.395304 0.942721 -0.496510 2.578790 -0.997552 3.041915 0.613357 4.920211 2.496383 -0.206317 0.615900 -5.953029
52.770000 0.404541 0.904524 -0.470492 2.624397 -0.966724 3.123504 0.662270 4.861800 2.494025 -0.265400 0.556094 -6.007277
52.780000 0.413392 0.865510 -0.444030 2.667710 -0.935088 3.203352 0.710580 4.799629 2.491075 -0.324690 0.495771 -6.056521
52.790000 0.421849 0.825719 -0.417146 2.708659 -0.902663 3.281334 0.758251 4.733889 2.487530 -0.384234 0.434981 -6.100541
52.800000 0.429904 0.785189 -0.389865 2.747179 -0.869468 3.357322 0.805247 4.664778 2.483389 -0.444076 0.373778 -6.139135
52.810000 0.437550 0.743959 -0.362211 2.783207 -0.835523 3.431184 0.851536 4.592496 2.478648 -0.504264 0.312217 -6.172125
52.820000 0.444781 0.702068 -0.334209 2.816681 -0.800852 3.502789 0.897087 4.517246 2.473303 -0.564841 0.250355 -6.199354
52.830000 0.451590 0.659555 -0.305886 2.847546 -0.765476 3.572001 0.941871 4.439231 2.467349 -0.625853 0.188249 -6.220694
52.840000 0.457970 0.616460 -0.277267 2.875747 -0.729420 3.638687 0.985863 4.358654 2.460784 -0.687345 0.125961 -6.236041
52.850000 0.463917 0.572823 -0.248380 2.901236 -0.692711 3.702711 1.029037 4.275716 2.453601 -0.749360 0.063549 -6.245322
52.860000 0.469425 0.528683 -0.219252 2.923966 -0.655375 3.763941 1.071370 4.190614 2.445795 -0.811944 0.001075 -6.248491
52.870000 0.474489 0.484081 -0.189910 2.943896 -0.617442 3.822243 1.112842 4.103544 2.437360 -0.875138 -0.061401 -6.245533
52.880000 0.479105 0.439056 -0.160383 2.960991 -0.578940 3.877488 1.153435 4.014693 2.428290 -0.938987 -0.123816 -6.236462
52.890000 0.483269 0.393649 -0.130700 2.975219 -0.539903 3.929550 1.193131 3.924246 2.418578 -1.003533 -0.186110 -6.221322
52.900000 0.486977 0.347900 -0.100888 2.986554 -0.500360 3.978305 1.231915 3.832378 2.408217 -1.068816 -0.248222 -6.200187
52.910000 0.490226 0.301849 -0.070978 2.994974 -0.460348 4.023637 1.269774 3.739259 2.397199 -1.134879 -0.310094 -6.173158
52.920000 0.493013 0.255537 -0.040999 3.000463 -0.419900 4.065433 1.306697 3.645053 2.385516 -1.201760 -0.371666 -6.140364
52.930000 0.495336 0.209005 -0.010979 3.003013 -0.379051 4.103588 1.342672 3.549912 2.373161 -1.269499 -0.432882 -6.101960
52.940000 0.497193 0.162292 0.019052 3.002617 -0.337840 4.138003 1.377692 3.453983 2.360123 -1.338133 -0.493687 -6.058123
52.950000 0.498581 0.115439 0.049064 2.999276 -0.296304 4.168590 1.411750 3.357403 2.346395 -1.407699 -0.554027 -6.009056
52.960000 0.499501 0.068486 0.079027 2.992997 -0.254481 4.195266 1.444839 3.260301 2.331966 -1.478232 -0.613851 -5.954976
52.970000 0.499951 0.021475 0.108914 2.983792 -0.212412 4.217959 1.476954 3.162796 2.316827 -1.549765 -0.673111 -5.896122
52.980000 0.499931 -0.025555 0.138694 2.971677 -0.170136 4.236609 1.508094 3.065000 2.300968 -1.622329 -0.731759 -5.832747
52.990000 0.499440 -0.072563 0.168338 2.956676 -0.127693 4.251164 1.538254 2.967014 2.284377 -1.695955 -0.789752 -5.765116
53.000000 0.498479 -0.119509 0.197818 2.938815 -0.085126 4.261583 1.567434 2.868933 2.267045 -1.770670 -0.847048 -5.693503
53.010000 0.497050 -0.166351 0.227105 2.918128 -0.042476 4.267838 1.595632 2.770842 2.248960 -1.846498 -0.903609 -5.618193
53.020000 0.495153 -0.213050 0.256171 2.894653 0.000217 4.269910 1.622851 2.672818 2.230111 -1.923463 -0.959400 -5.539472
53.030000 0.492790 -0.259565 0.284988 2.868430 0.042909 4.267795 1.649089 2.574930 2.210487 -2.001583 -1.014388 -5.457632
53.040000 0.489962 -0.305856 0.313530 2.839508 0.085559 4.261498 1.674350 2.477238 2.190075 -2.080875 -1.068544 -5.372964
53.050000 0.486673 -0.351882 0.341770 2.807936 0.128125 4.251037 1.698635 2.379797 2.168865 -2.161352 -1.121839 -5.285759
53.060000 0.482926 -0.397603 0.369680 2.773769 0.170565 4.236441 1.721947 2.282654 2.146844 -2.243022 -1.174251 -5.196303
53.070000 0.478723 -0.442978 0.397237 2.737066 0.212840 4.217749 1.744289 2.185846 2.124001 -2.325890 -1.225759 -5.104877
53.080000 0.474067 -0.487968 0.424414 2.697886 0.254907 4.195015 1.765665 2.089409 2.100323 -2.409957 -1.276343 -5.011756
53.090000 0.468965 -0.532532 0.451186 2.656295 0.296727 4.168299 1.786078 1.993368 2.075798 -2.495217 -1.325989 -4.917208
53.100000 0.463418 -0.576630 0.477532 2.612359 0.338260 4.137673 1.805534 1.897744 2.050414 -2.581662 -1.374683 -4.821491
