# t  theta1(rad)  omega1(rad/s)  theta2(rad)  omega2(rad/s)  theta3(rad)  omega3(rad/s)  theta4(rad)  omega4(rad/s)  theta5(rad)  omega5(rad/s)  theta6(rad)  omega6(rad/s)
22.160000 0.363271 1.058970 -0.664782 -2.200275 -1.496787 0.250737 -0.885840 -4.536207 -0.456489 5.773167 -1.414798 -4.740459
22.170000 0.373685 1.023632 -0.686480 -2.138921 -1.493791 0.348558 -0.930818 -4.458860 -0.398550 5.813838 -1.461717 -4.643227
22.180000 0.383741 0.987359 -0.707555 -2.075945 -1.489816 0.446353 -0.975009 -4.378901 -0.340230 5.849255 -1.507661 -4.545498
22.190000 0.393429 0.950188 -0.727994 -2.011421 -1.484864 0.544112 -1.018388 -4.296531 -0.281583 5.879264 -1.552626 -4.447487
22.200000 0.402742 0.912157 -0.747779 -1.945423 -1.478934 0.641825 -1.060932 -4.211949 -0.222663 5.903734 -1.596610 -4.349396
22.210000 0.411670 0.873302 -0.766897 -1.878027 -1.472027 0.739481 -1.102620 -4.125350 -0.163527 5.922558 -1.639614 -4.251414
22.220000 0.420205 0.833662 -0.785335 -1.809303 -1.464145 0.837064 -1.143433 -4.036924 -0.104231 5.935651 -1.681639 -4.153717
22.230000 0.428341 0.793275 -0.803079 -1.739325 -1.455286 0.934560 -1.183353 -3.946856 -0.044833 5.942956 -1.722690 -4.056470
22.240000 0.436068 0.752181 -0.820118 -1.668161 -1.445454 1.031950 -1.222365 -3.855325 0.014609 5.944438 -1.762771 -3.959824
22.250000 0.443382 0.710418 -0.836439 -1.595881 -1.434648 1.129214 -1.260455 -3.762502 0.074036 5.940092 -1.801889 -3.863919
22.260000 0.450275 0.668025 -0.852032 -1.522551 -1.422870 1.226326 -1.297612 -3.668551 0.133391 5.929936 -1.840052 -3.768880
22.270000 0.456740 0.625042 -0.866886 -1.448238 -1.410122 1.323261 -1.333823 -3.573628 0.192616 5.914017 -1.877270 -3.674825
22.280000 0.462774 0.581509 -0.880993 -1.373006 -1.396406 1.419988 -1.369081 -3.477882 0.251652 5.892406 -1.913552 -3.581855
22.290000 0.468369 0.537466 -0.894344 -1.296916 -1.381723 1.516473 -1.403379 -3.381452 0.310445 5.865199 -1.948911 -3.490066
22.300000 0.473521 0.492952 -0.906929 -1.220029 -1.366077 1.612678 -1.436709 -3.284467 0.368938 5.832514 -1.983358 -3.399541
22.310000 0.478227 0.448007 -0.918742 -1.142405 -1.349471 1.708562 -1.469066 -3.187052 0.427078 5.794495 -2.016906 -3.310351
22.320000 0.482480 0.402673 -0.929775 -1.064101 -1.331907 1.804076 -1.500449 -3.089318 0.484811 5.751303 -2.049569 -3.222562
22.330000 0.486279 0.356988 -0.940022 -0.985172 -1.313390 1.899172 -1.530852 -2.991371 0.542087 5.703121 -2.081362 -3.136229
22.340000 0.489619 0.310994 -0.949476 -0.905673 -1.293925 1.993793 -1.560276 -2.893305 0.598857 5.650148 -2.112299 -3.051398
22.350000 0.492498 0.264731 -0.958134 -0.825657 -1.273516 2.087879 -1.588718 -2.795209 0.655075 5.592597 -2.142395 -2.968110
22.360000 0.494913 0.218239 -0.965988 -0.745175 -1.252170 2.181364 -1.616180 -2.697162 0.710695 5.530697 -2.171666 -2.886396
22.370000 0.496862 0.171558 -0.973036 -0.664277 -1.229891 2.274179 -1.642662 -2.599233 0.765675 5.464685 -2.200128 -2.806283
22.380000 0.498344 0.124730 -0.979272 -0.583013 -1.206688 2.366248 -1.668165 -2.501488 0.819976 5.394809 -2.227797 -2.727790
22.390000 0.499356 0.077794 -0.984695 -0.501429 -1.182569 2.457489 -1.692692 -2.403980 0.873559 5.321323 -2.254690 -2.650930
22.400000 0.499899 0.030791 -0.989300 -0.419573 -1.157542 2.547817 -1.716246 -2.306758 0.926391 5.244485 -2.280821 -2.575714
22.410000 0.499972 -0.016239 -0.993086 -0.337491 -1.131616 2.637141 -1.738829 -2.209864 0.978439 5.164557 -2.306209 -2.502144
22.420000 0.499574 -0.063254 -0.996049 -0.255229 -1.104803 2.725365 -1.760444 -2.113332 1.029673 5.081800 -2.330870 -2.430220
22.430000 0.498707 -0.110215 -0.998190 -0.172830 -1.077113 2.812387 -1.781096 -2.017191 1.080066 4.996475 -2.354819 -2.359939
22.440000 0.497370 -0.157081 -0.999506 -0.090339 -1.048559 2.898101 -1.800789 -1.921461 1.129594 4.908839 -2.378074 -2.291292
22.450000 0.495566 -0.203812 -0.999996 -0.007800 -1.019155 2.982397 -1.819527 -1.826161 1.178236 4.819147 -2.400650 -2.224269
22.460000 0.493295 -0.250367 -0.999662 0.074743 -0.988916 3.065159 -1.837314 -1.731302 1.225971 4.727645 -2.422565 -2.158855
22.470000 0.490559 -0.296705 -0.998502 0.157246 -0.957858 3.146268 -1.854155 -1.636890 1.272784 4.634575 -2.443833 -2.095035
22.480000 0.487362 -0.342787 -0.996517 0.239666 -0.925997 3.225601 -1.870053 -1.542926 1.318658 4.540169 -2.464471 -2.032789
22.490000 0.483705 -0.388571 -0.993709 0.321958 -0.893352 3.303033 -1.885015 -1.449408 1.363583 4.444652 -2.484494 -1.972098
22.500000 0.479591 -0.434019 -0.990078 0.404077 -0.859943 3.378432 -1.899043 -1.356330 1.407548 4.348236 -2.503918 -1.912938
22.510000 0.475025 -0.479088 -0.985628 0.485979 -0.825791 3.451670 -1.912143 -1.263679 1.450546 4.251126 -2.522758 -1.855286
22.520000 0.470011 -0.523739 -0.980360 0.567618 -0.790917 3.522611 -1.924318 -1.171444 1.492569 4.153515 -2.541028 -1.799117
22.530000 0.464552 -0.567933 -0.974277 0.648946 -0.755347 3.591123 -1.935573 -1.079606 1.533615 4.055585 -2.558745 -1.744403
22.540000 0.458654 -0.611628 -0.967382 0.729917 -0.719103 3.657070 -1.945911 -0.988146 1.573680 3.957506 -2.575921 -1.691118
22.550000 0.452321 -0.654785 -0.959680 0.810482 -0.682214 3.720317 -1.955337 -0.897041 1.612765 3.859437 -2.592572 -1.639234
22.560000 0.445560 -0.697365 -0.951174 0.890590 -0.644706 3.780732 -1.963853 -0.806266 1.650870 3.761526 -2.608711 -1.588721
22.570000 0.438376 -0.739327 -0.941869 0.970190 -0.606609 3.838183 -1.971463 -0.715793 1.687997 3.663909 -2.624351 -1.539551
22.580000 0.430776 -0.780633 -0.931772 1.049231 -0.567953 3.892540 -1.978170 -0.625595 1.724149 3.566712 -2.639506 -1.491693
22.590000 0.422766 -0.821243 -0.920887 1.127657 -0.528769 3.943679 -1.983976 -0.535639 1.759333 3.470048 -2.654189 -1.445118
22.600000 0.414353 -0.861118 -0.909221 1.205414 -0.489091 3.991478 -1.988884 -0.445894 1.793552 3.374021 -2.668412 -1.399796
22.610000 0.405546 -0.900220 -0.896781 1.282445 -0.448951 4.035821 -1.992895 -0.356327 1.826815 3.278725 -2.682189 -1.355696
22.620000 0.396352 -0.938510 -0.883575 1.358690 -0.408386 4.076597 -1.996011 -0.266903 1.859130 3.184242 -2.695530 -1.312788
22.630000 0.386779 -0.975951 -0.869610 1.434089 -0.367432 4.113704 -1.998233 -0.177587 1.890503 3.090647 -2.708449 -1.271042
22.640000 0.376836 -1.012506 -0.854896 1.508581 -0.326125 4.147045 -1.999563 -0.088343 1.920946 2.998004 -2.720955 -1.230428
22.650000 0.366532 -1.048137 -0.839442 1.582101 -0.284503 4.176534 -2.000000 0.000865 1.950467 2.906370 -2.733061 -1.190915
22.660000 0.355876 -1.082808 -0.823257 1.654585 -0.242607 4.202090 -1.999545 0.090074 1.979077 2.815791 -2.744777 -1.152475
22.670000 0.344879 -1.116483 -0.806354 1.725965 -0.200475 4.223646 -1.998198 0.179319 2.006786 2.726308 -2.756114 -1.115078
22.680000 0.333550 -1.149128 -0.788742 1.796173 -0.158148 4.241143 -1.995959 0.268637 2.033606 2.637955 -2.767082 -1.078694
22.690000 0.321900 -1.180708 -0.770434 1.865139 -0.115666 4.254531 -1.992825 0.358063 2.059549 2.550756 -2.777691 -1.043295
22.700000 0.309939 -1.211188 -0.751444 1.932792 -0.073071 4.263775 -1.988797 0.447633 2.084626 2.464732 -2.787951 -1.008852
22.710000 0.297680 -1.240538 -0.731783 1.999059 -0.030404 4.268849 -1.983872 0.537382 2.108848 2.379895 -2.797871 -0.975338
22.720000 0.285132 -1.268724 -0.711467 2.063867 0.012292 4.269737 -1.978049 0.627342 2.132227 2.296255 -2.807461 -0.942725
22.730000 0.272309 -1.295716 -0.690511 2.127142 0.054977 4.266438 -1.971324 0.717546 2.154777 2.213813 -2.816728 -0.910986
22.740000 0.259222 -1.321483 -0.668930 2.188808 0.097607 4.258961 -1.963697 0.808024 2.176508 2.132569 -2.825683 -0.880093
22.750000 0.245884 -1.345998 -0.646740 2.248789 0.140142 4.247327 -1.955163 0.898805 2.197432 2.052515 -2.834333 -0.850021
22.760000 0.232307 -1.369232 -0.623960 2.307010 0.182540 4.231568 -1.945720 0.989917 2.217562 1.973642 -2.842686 -0.820744
22.770000 0.218504 -1.391159 -0.600606 2.363395 0.224760 4.211727 -1.935363 1.081384 2.236909 1.895935 -2.850750 -0.792237
22.780000 0.204488 -1.411754 -0.576698 2.417866 0.266761 4.187860 -1.924091 1.173230 2.255484 1.819377 -2.858533 -0.764474
22.790000 0.190273 -1.430993 -0.552256 2.470349 0.308504 4.160031 -1.911897 1.265473 2.273300 1.743948 -2.866042 -0.737431
22.800000 0.175873 -1.448854 -0.527298 2.520770 0.349949 4.128314 -1.898780 1.358131 2.290367 1.669624 -2.873284 -0.711085
22.810000 0.161301 -1.465315 -0.501847 2.569053 0.391057 4.092793 -1.884733 1.451218 2.306696 1.596379 -2.880266 -0.685411
22.820000 0.146571 -1.480358 -0.475925 2.615127 0.431792 4.053561 -1.869754 1.544745 2.322298 1.524185 -2.886995 -0.660386
22.830000 0.131698 -1.493964 -0.449552 2.658921 0.472116 4.010718 -1.853837 1.638717 2.337183 1.453012 -2.893476 -0.635989
22.840000 0.116697 -1.506117 -0.422754 2.700365 0.511995 3.964372 -1.836978 1.733138 2.351362 1.382827 -2.899717 -0.612196
22.850000 0.101581 -1.516803 -0.395553 2.739395 0.551393 3.914635 -1.819173 1.828006 2.364843 1.313597 -2.905722 -0.588987
22.860000 0.086365 -1.526009 -0.367974 2.775944 0.590277 3.861628 -1.800416 1.923314 2.377637 1.245286 -2.911498 -0.566340
22.870000 0.071066 -1.533723 -0.340043 2.809953 0.628615 3.805474 -1.780705 2.019052 2.389752 1.177857 -2.917051 -0.544233
22.880000 0.055696 -1.539937 -0.311784 2.841363 0.666376 3.746301 -1.760034 2.115201 2.401197 1.111272 -2.922385 -0.522647
22.890000 0.040272 -1.544643 -0.283224 2.870121 0.703531 3.684239 -1.738400 2.211741 2.411980 1.045491 -2.927505 -0.501561
22.900000 0.024808 -1.547835 -0.254390 2.896176 0.740052 3.619421 -1.715798 2.308642 2.422109 0.980475 -2.932417 -0.480957
22.910000 0.009320 -1.549509 -0.225310 2.919481 0.775911 3.551981 -1.692226 2.405869 2.431592 0.916182 -2.937126 -0.460813
22.920000 -0.006177 -1.549663 -0.196010 2.939996 0.811083 3.482054 -1.667680 2.503382 2.440435 0.852571 -2.941635 -0.441113
22.930000 -0.021668 -1.548297 -0.166519 2.957681 0.845544 3.409774 -1.642157 2.601132 2.448645 0.789599 -2.945950 -0.421837
22.940000 -0.037138 -1.545413 -0.136866 2.972506 0.879271 3.335275 -1.615656 2.699063 2.456229 0.727222 -2.950073 -0.402966
22.950000 -0.052571 -1.541014 -0.107079 2.984442 0.912242 3.258690 -1.588176 2.797112 2.463192 0.665398 -2.954010 -0.384484
22.960000 -0.067953 -1.535105 -0.077187 2.993468 0.944438 3.180148 -1.559714 2.895208 2.469539 0.604082 -2.957764 -0.366372
22.970000 -0.083268 -1.527695 -0.047219 2.999567 0.975839 3.099777 -1.530272 2.993272 2.475275 0.543230 -2.961339 -0.348614
22.980000 -0.098502 -1.518790 -0.017205 3.002726 1.006428 3.017702 -1.499849 3.091216 2.480405 0.482797 -2.964738 -0.331192
22.990000 -0.113639 -1.508404 0.012825 3.002941 1.036188 2.934042 -1.468448 3.188945 2.484932 0.422738 -2.967964 -0.314090
23.000000 -0.128665 -1.496547 0.042844 3.000211 1.065104 2.848916 -1.436071 3.286353 2.488860 0.363007 -2.971020 -0.297291
23.010000 -0.143565 -1.483234 0.072820 2.994540 1.093162 2.762436 -1.402722 3.383328 2.492193 0.303558 -2.973910 -0.280780
23.020000 -0.158325 -1.468481 0.102725 2.985941 1.120349 2.674709 -1.368406 3.479746 2.494932 0.244348 -2.976637 -0.264541
23.030000 -0.172930 -1.452306 0.132529 2.974427 1.146652 2.585840 -1.333130 3.575478 2.497081 0.185328 -2.979202 -0.248557
23.040000 -0.187367 -1.434728 0.162204 2.960022 1.172062 2.495926 -1.296900 3.670383 2.498639 0.126454 -2.981609 -0.232815
23.050000 -0.201620 -1.415767 0.191720 2.942752 1.196568 2.405061 -1.259725 3.764314 2.499610 0.067679 -2.983859 -0.217297
23.060000 -0.215677 -1.395445 0.221049 2.922648 1.220160 2.313334 -1.221617 3.857113 2.499993 0.008957 -2.985955 -0.201991
23.070000 -0.229525 -1.373786 0.250163 2.899748 1.242832 2.220826 -1.182587 3.948618 2.499789 -0.049758 -2.987900 -0.186880
23.080000 -0.243149 -1.350815 0.279035 2.874091 1.264574 2.127616 -1.142650 4.038656 2.498998 -0.108512 -2.989694 -0.171950
23.090000 -0.256537 -1.326558 0.307636 2.845725 1.285382 2.033777 -1.101820 4.127048 2.497619 -0.167351 -2.991339 -0.157187
23.100000 -0.269676 -1.301042 0.335941 2.814698 1.305248 1.939375 -1.060115 4.213609 2.495650 -0.226322 -2.992838 -0.142576
23.110000 -0.282553 -1.274297 0.363921 2.781064 1.324168 1.844474 -1.017554 4.298151 2.493092 -0.285469 -2.994191 -0.128104
23.120000 -0.295158 -1.246350 0.391553 2.744882 1.342136 1.749130 -0.974159 4.380476 2.489940 -0.344840 -2.995400 -0.113756
23.130000 -0.307476 -1.217234 0.418811 2.706210 1.359149 1.653397 -0.929953 4.460386 2.486194 -0.404480 -2.996467 -0.099518
23.140000 -0.319498 -1.186980 0.445669 2.665114 1.375203 1.557323 -0.884960 4.537681 2.481850 -0.464434 -2.997391 -0.085377
23.150000 -0.331212 -1.155621 0.472105 2.621658 1.390295 1.460952 -0.839209 4.612156 2.476904 -0.524749 -2.998174 -0.071319
23.160000 -0.342607 -1.123189 0.498095 2.575913 1.404421 1.364324 -0.792727 4.683608 2.471353 -0.585468 -2.998818 -0.057331
23.170000 -0.353673 -1.089720 0.523616 2.527947 1.417580 1.267473 -0.745547 4.751836 2.465193 -0.646638 -2.999321 -0.043397
23.180000 -0.364398 -1.055248 0.548647 2.477834 1.429770 1.170432 -0.697702 4.816639 2.458419 -0.708302 -2.999686 -0.029507
23.190000 -0.374774 -1.019809 0.573166 2.425647 1.440988 1.073230 -0.649226 4.877822 2.451025 -0.770506 -2.999912 -0.015644
23.200000 -0.384791 -0.983439 0.597153 2.371461 1.451234 0.975891 -0.600158 4.935193 2.443007 -0.833291 -2.999999 -0.001797
23.210000 -0.394440 -0.946174 0.620589 2.315351 1.460506 0.878437 -0.550536 4.988570 2.434357 -0.896703 -2.999947 0.012048
23.220000 -0.403712 -0.908053 0.643454 2.257393 1.468802 0.780889 -0.500401 5.037777 2.425071 -0.960783 -2.999758 0.025905
23.230000 -0.412599 -0.869113 0.665731 2.197664 1.476123 0.683262 -0.449795 5.082649 2.415139 -1.025574 -2.999429 0.039788
23.240000 -0.421092 -0.829392 0.687402 2.136239 1.482468 0.585572 -0.398763 5.123032 2.404557 -1.091117 -2.998962 0.053708
23.250000 -0.429184 -0.788928 0.708450 2.073194 1.487835 0.487831 -0.347350 5.158785 2.393314 -1.157453 -2.998355 0.067681
23.260000 -0.436868 -0.747760 0.728860 2.008605 1.492224 0.390050 -0.295603 5.189780 2.381405 -1.224621 -2.997608 0.081720
23.270000 -0.444137 -0.705928 0.748617 1.942546 1.495635 0.292239 -0.243570 5.215906 2.368819 -1.292659 -2.996720 0.095838
23.280000 -0.450984 -0.663470 0.767707 1.875090 1.498069 0.194407 -0.191301 5.237068 2.355548 -1.361605 -2.995691 0.110049
23.290000 -0.457404 -0.620427 0.786115 1.806311 1.499524 0.096560 -0.138846 5.253188 2.341584 -1.431494 -2.994519 0.124367
23.300000 -0.463391 -0.576838 0.803829 1.736280 1.500000 -0.001293 -0.086254 5.264206 2.326915 -1.502362 -2.993203 0.138806
23.310000 -0.468939 -0.532742 0.820836 1.665067 1.499498 -0.099146 -0.033579 5.270080 2.311533 -1.574241 -2.991742 0.153379
23.320000 -0.474044 -0.488180 0.837126 1.592740 1.498017 -0.196992 0.019130 5.270788 2.295427 -1.647162 -2.990135 0.168101
23.330000 -0.478702 -0.443192 0.852688 1.519367 1.495558 -0.294824 0.071820 5.266329 2.278586 -1.721154 -2.988380 0.182987
23.340000 -0.482907 -0.397819 0.867510 1.445013 1.492121 -0.392634 0.124439 5.256718 2.261000 -1.796244 -2.986475 0.198049
23.350000 -0.486657 -0.352099 0.881585 1.369742 1.487705 -0.490414 0.176937 5.241992 2.242658 -1.872455 -2.984418 0.213304
23.360000 -0.489948 -0.306074 0.894902 1.293617 1.482312 -0.588154 0.229262 5.222205 2.223547 -1.949809 -2.982208 0.228765
23.370000 -0.492777 -0.259785 0.907454 1.216697 1.475942 -0.685843 0.281365 5.197431 2.203658 -2.028325 -2.979842 0.244448
23.380000 -0.495143 -0.213271 0.919234 1.139042 1.468596 -0.783468 0.333195 5.167760 2.182977 -2.108017 -2.977318 0.260367
23.390000 -0.497042 -0.166572 0.930233 1.060710 1.460273 -0.881014 0.384704 5.133300 2.161493 -2.188898 -2.974634 0.276539
23.400000 -0.498474 -0.119731 0.940446 0.981756 1.450976 -0.978464 0.435845 5.094173 2.139195 -2.270974 -2.971787 0.292978
23.410000 -0.499436 -0.072786 0.949866 0.902233 1.440704 -1.075800 0.486572 5.050517 2.116070 -2.354248 -2.968773 0.309700
23.420000 -0.499929 -0.025778 0.958489 0.822196 1.429460 -1.172999 0.536841 5.002482 2.092106 -2.438720 -2.965592 0.326722
23.430000 -0.499952 0.021252 0.966309 0.741695 1.417245 -1.270035 0.586608 4.950231 2.067292 -2.524383 -2.962238 0.344059
23.440000 -0.499504 0.068264 0.973321 0.660780 1.404060 -1.366880 0.635832 4.893937 2.041614 -2.611226 -2.958709 0.361728
23.450000 -0.498587 0.115217 0.979523 0.579501 1.389908 -1.463502 0.684474 4.833780 2.015063 -2.699230 -2.955002 0.379747
23.460000 -0.497200 0.162070 0.984910 0.497905 1.374791 -1.559866 0.732495 4.769951 1.987626 -2.788371 -2.951113 0.398131
23.470000 -0.495346 0.208784 0.989480 0.416038 1.358712 -1.655932 0.779861 4.702642 1.959292 -2.878619 -2.947038 0.416899
23.480000 -0.493025 0.255318 0.993230 0.333948 1.341674 -1.751655 0.826537 4.632053 1.930050 -2.969936 -2.942774 0.436068
23.490000 -0.490240 0.301631 0.996159 0.251678 1.323680 -1.846987 0.872492 4.558387 1.899890 -3.062277 -2.938316 0.455657
23.500000 -0.486994 0.347682 0.998263 0.169274 1.304735 -1.941876 0.917695 4.481845 1.868801 -3.155588 -2.933659 0.475683
23.510000 -0.483288 0.393433 0.999544 0.086780 1.284844 -2.036264 0.962120 4.402632 1.836775 -3.249807 -2.928800 0.496166
23.520000 -0.479126 0.438842 0.999999 0.004241 1.264012 -2.130088 1.005740 4.320949 1.803802 -3.344864 -2.923734 0.517125
23.530000 -0.474512 0.483869 0.999629 -0.078301 1.242244 -2.223280 1.048531 4.236995 1.769875 -3.440677 -2.918456 0.538580
23.540000 -0.469450 0.528473 0.998433 -0.160802 1.219549 -2.315768 1.090473 4.150968 1.734987 -3.537157 -2.912961 0.560549
23.550000 -0.463944 0.572615 0.996413 -0.243217 1.195932 -2.407474 1.131544 4.063059 1.699130 -3.634203 -2.907243 0.583054
23.560000 -0.457999 0.616255 0.993569 -0.325502 1.171402 -2.498315 1.171728 3.973455 1.662301 -3.731704 -2.901298 0.606116
23.570000 -0.451621 0.659353 0.989903 -0.407614 1.145969 -2.588202 1.211008 3.882335 1.624495 -3.829540 -2.895119 0.629755
23.580000 -0.444814 0.701868 0.985418 -0.489505 1.119641 -2.677042 1.249370 3.789874 1.585710 -3.927575 -2.888701 0.653993
23.590000 -0.437586 0.743763 0.980114 -0.571131 1.092432 -2.764737 1.286802 3.696238 1.545943 -4.025668 -2.882037 0.678852
23.600000 -0.429941 0.784996 0.973996 -0.652446 1.064351 -2.851183 1.323292 3.601584 1.505197 -4.123661 -2.875122 0.704355
23.610000 -0.421888 0.825529 0.967066 -0.733400 1.035412 -2.936272 1.358831 3.506065 1.463471 -4.221388 -2.867948 0.730525
23.620000 -0.413433 0.865324 0.959329 -0.813946 1.005630 -3.019891 1.393411 3.409821 1.420770 -4.318671 -2.860509 0.757385
23.630000 -0.404584 0.904341 0.950789 -0.894033 0.975020 -3.101924 1.427025 3.312987 1.377100 -4.415319 -2.852798 0.784958
23.640000 -0.395349 0.942542 0.941450 -0.973610 0.943598 -3.182248 1.459669 3.215686 1.332467 -4.511133 -2.844807 0.813270
23.650000 -0.385736 0.979891 0.931319 -1.052626 0.911381 -3.260740 1.491338 3.118034 1.286881 -4.605901 -2.836530 0.842345
23.660000 -0.375754 1.016349 0.920400 -1.131024 0.878389 -3.337272 1.522029 3.020139 1.240353 -4.699403 -2.827958 0.872208
23.670000 -0.365412 1.051879 0.908700 -1.208751 0.844643 -3.411713 1.551740 2.922099 1.192897 -4.791409 -2.819083 0.902885
23.680000 -0.354720 1.086446 0.896227 -1.285749 0.810162 -3.483933 1.580471 2.824003 1.144531 -4.881679 -2.809897 0.934402
23.690000 -0.343687 1.120013 0.882988 -1.361959 0.774972 -3.553796 1.608220 2.725934 1.095271 -4.969969 -2.800392 0.966786
23.700000 -0.332323 1.152546 0.868991 -1.437321 0.739095 -3.621168 1.634990 2.627964 1.045139 -5.056026 -2.790559 1.000063
23.710000 -0.320639 1.184010 0.854245 -1.511772 0.702557 -3.685915 1.660780 2.530158 0.994158 -5.139595 -2.780388 1.034262
23.720000 -0.308647 1.214372 0.838759 -1.585249 0.665386 -3.747902 1.685594 2.432575 0.942356 -5.220414 -2.769870 1.069410
23.730000 -0.296356 1.243599 0.822543 -1.657686 0.627609 -3.806998 1.709432 2.335265 0.889760 -5.298222 -2.758996 1.105535
23.740000 -0.283778 1.271659 0.805609 -1.729017 0.589256 -3.863070 1.732300 2.238271 0.836402 -5.372759 -2.747756 1.142667
23.750000 -0.270927 1.298522 0.787967 -1.799173 0.550358 -3.915992 1.754199 2.141630 0.782317 -5.443763 -2.736140 1.180834
23.760000 -0.257812 1.324157 0.769629 -1.868083 0.510947 -3.965641 1.775134 2.045371 0.727540 -5.510980 -2.724136 1.220065
23.770000 -0.244448 1.348536 0.750610 -1.935678 0.471056 -4.011896 1.795108 1.949518 0.672110 -5.574161 -2.711735 1.260390
23.780000 -0.230846 1.371632 0.730921 -2.001884 0.430721 -4.054645 1.814126 1.854091 0.616071 -5.633063 -2.698924 1.301840
23.790000 -0.217019 1.393419 0.710577 -2.066628 0.389976 -4.093780 1.832191 1.759102 0.559464 -5.687457 -2.685694 1.344443
23.800000 -0.202982 1.413870 0.689593 -2.129835 0.348857 -4.129201 1.849309 1.664558 0.502337 -5.737122 -2.672032 1.388231
23.810000 -0.188746 1.432963 0.667985 -2.191430 0.307404 -4.160817 1.865484 1.570462 0.444738 -5.781857 -2.657925 1.433233
23.820000 -0.174327 1.450675 0.645770 -2.251337 0.265654 -4.188542 1.880720 1.476814 0.386717 -5.821473 -2.643363 1.479479
23.830000 -0.159738 1.466986 0.622965 -2.309480 0.223647 -4.212304 1.895022 1.383607 0.328326 -5.855801 -2.628331 1.527001
23.840000 -0.144992 1.481877 0.599587 -2.365783 0.181421 -4.232037 1.908393 1.290833 0.269619 -5.884693 -2.612818 1.575828
